#رقم	الكلمة	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرده	تأنيث	تثنية	ج. مؤ.س.	ج, مذ, س,	منقوص	تنوين نصب	نسب	إض, لف,	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
3631	دِبَارٌ		دبر		مصدر	دَابَرَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"دِبَارٌ-دِبَارٌ [د ب ر] (مص. دَابَرَ). 1. ""دِبَارُ الشَّيْءِ"" : آخِرُهُ. ""هُوَ لاَ يَدْرِي قِبَالَ الأَمْرِ مِنْ دِبَارِهِ"". 2. ""أَتَى الصَّلاَةَ دِبَاراً"" : أيْ بَعْدَمَا فاتَ الوَقْتُ. ""لاَ يَقْبَلُ اللَّهُ صَلاَةَ رَجُلٍ أتَى الصَّلاَةَ دِبَاراً""."
3632	خَوَاءٌ		خوي		مصدر	خَوَى		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"خَوَاءٌ-خَوَاءٌ [خ و ي] (مص. خَوَى). 1. ""خَوَاءُ بَطْنِهِ"" : خُلُوُّهُ مِنَ الطَّعَامِ. 2. ""أَقَامَ خَيْمَةً فِي الخَوَاءِ"" : فِي مَكَانٍ خَالٍ، فِي الخَلاَء، أَيِ الأَرْضِ الَّتِي لاَ زَرْعَ فِيهَا وَلاَ شَجَرَ بِهَا. 3.: الفَضَاءُ بَينَ الأرْضِ وَالسَّمَاءِ، الْفَضَاءُ بَيْنَ الشَّيْئَيْنِ."
3633	خَوًى		خوي		مصدر	خَوَى		مذكر			مفرد								Tn	Rw								"خَوًى-خَوًى [خ و ي] (مص. خَوَى). 1.""خَوَى الْجَوْفِ"": خُلُوُّهُ مِنَ الطَّعَامِ. 2.: الْفَضَاءُ بَيْنَ الشَّيْئَيْنِ، الْفَضَاءُ مَا بَيْنَ السَّمَاءِ وَالأرْضِ. 3.: الرُّعَافُ."
3634	تَخْيِيبٌ		خيب		مصدر	خَيَّبَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَخْيِيبُ-تَخْيِيبُ [خ ي ب] (مص. خَيَّبَ). 1.""تَخْيِيبُ الآمَالِ"" : عَدَمُ تَحْقِيقِ مَا كَانَ مَأْمُولاً. 2.""وَجَدَ فِي عَمَلِهِ تَخْيِيباً لِظَنِّهِ"" : عَدَمُ الإِتْيَانِ بِمَا كَانَ يَأْمُلُهُ ."
3635	تَخْيِيرٌ		خير		مصدر	خَيَّرَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَخْيِيرٌ-تَخْيِيرٌ [خ ي ر] (مص. خَيَّرَ). 1. ""تَرَكَ أَمامهُ مَجَالاً لِلتَّخْييرِ"" : مَجَالاً لِلاخْتِيَارِ. 2. ""لَمْ يَسْتَطِعِ التَّخْيِيرَ بَيْنَهُمَا"" : التَّفْضِيلَ."
3636	تَخْيِيطٌ		خيط		مصدر	خَيَّطَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَخْيِيطٌ-تَخْيِيطٌ [خ ي ط] (مص. خَيَّطَ). ""تَخْيِيطُ الثَّوْبِ"" : خِيَاطَتُهُ بِوَاسِطَةِ الإِبْرَةِ أَوْ آلَةِ الخِيَاطَةِ ."
3637	تَخْيِيلٌ		خيل		مصدر	خَيَّلَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَخْيِيلٌ-تَخْيِيلٌ [خ ي ل] (مص. خَيَّلَ). 1.""تَخْيِيلُ صُورَتِهِ"" : تَصَوُّرُهَا فِي خَيَالِهِ. 2.""تَخْيِيلُ الخَيْرِ فيِ النَّاسِ"" : ظَنُّهُ، تَفَرُّسُهُ، تَوَسُّمُهُ ."
3638	تَخْيِيمٌ		خيم		مصدر	خَيَّمَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَخْيِيمٌ-تَخْيِيمٌ [خ ي م] (مص. خَيَّمَ). 1.""التَّخْيِيمُ فِي الجَبَلِ"": نَصْبُ الخَيْمَةِ فِيهِ، الإِقَامَةُ فِيهِ. ""التَّخْيِيمُ فِي الشَّاطِئِ"". 2.""تَخْيِيمُ الظَّلاَمِ عَلَى القَرْيَةِ"" : سِيَادَةُ الظَّلاَمِ. 3.""تَخْيِيمُ الرَّوَائِحِ فِي الْمُسْتَنْقَعِ"" : اِنْتِشَارُهاَ ."
3639	دُؤُوبٌ		دأب		مصدر	دَأَبَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"دُؤُوبٌ-دُؤُوبٌ [د أ ب] (مص. دَأَبَ). ""وَصَلَتِ الدَّابَّةُ فِي دُؤُوبٍ شَدِيدٍ"" : فِي تَعَبٍ وَكدٍّ."
3640	دَأْبٌ		دأب		مصدر	دَأبَ		مذكر			مفرد								Tn	R								"دَأْبٌ-دَأْبٌ [د أ ب] (مص. دَأبَ). 1. ""هَذَا مِنْ دَأْبِهِ"" : مِنْ عَادَتِهِ. 2. ""اُتْرُكْهُ وَدَأْبَهُ"" : وَشَأْنَهُ. ""مَازَالَ هَذَا دَأْبَهُ""."
3641	مُدَاعَبَةٌ		دعب		مصدر	دَاعَبَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. دَاعَبَ). ""مُدَاعَبَةُ الأَصْدِقَاءِ"" : مُلاَعَبَتُهُمْ، مُمَازَحَتُهُمْ."
3642	مُدَاجَنَةٌ		دجن		مصدر	دَاجَنَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَاجَنَةٌ-مُدَاجَنَةٌ [د ج ن] (مص. دَاجَنَ). ""حَاوَلَ مُدَاجَنَتَهُ"": مُدَاهَنَتَهُ، مُخَاتَلَتَهُ."
3643	دَوْحٌ		دوح		مصدر	داحَ		مذكر			مفرد								Tn	R								"دَوْحٌ-دَوْحٌ [د و ح] (مص. داحَ). ""يَسْكُنُ في دَوْحٍ"" : في بَيْتٍ ضَخْمٍ."
3644	مُدَاخَلَةٌ		دخل		مصدر	دَاخَلَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَاخَلَةٌ-مُدَاخَلَةٌ [د خ ل] (مص. دَاخَلَ). 1.""الْمُدَاخَلَةُ فِي الأُمُورِ"" : الْمُشَارَكَةُ. 2.""قَدَّمَ مُدَاخَلَةً جَيِّدَةً أَمَامَ الْحَاضِرِينَ"" : عَرْضاً يُشَارَكُ بِهِ فِي مُنَاقَشَةٍ أَوِ حِوَارٍ."
3645	دَوَرانٌ		دور		مصدر	دارَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"دَوَرانٌ-دَوَرانٌ [د و ر] (مص. دارَ). 1.""دَوَرانُ الأَرْضِ"" : دَوْرَتُها الْمُنْتَظِمَةُ. 2.""دَوَرانُ الدَّمِ"" : جَرَيانُ الدَّمِ في حَرَكَتِهِ الدَّائِمَةِ في الجِسْمِ مِنَ الأَوْرِدَةِ إلى الشَّرايِينِ وَمِنَ الشَّرايينِ إلى الأَوْرِدَةِ."
3646	دَوْرٌ		دور		مصدر	دارَ		مذكر			مفرد	أَدْوارٌ			DnN				Tn	R								"(مص. دارَ). 1.""اِنْتَهَى دَوْرِي"" : عَمَلِي، أي ما يَخْتَصُّ بِي. 2.""لادَوْرَ لَكَ في هَذا العَمَلِ"" : لا شَأْنَ لَكَ فيهِ. 3.""قامَ بِدَوْرٍ مُهِمٍّ لِفَكِّ النِّزاعِ بَيْنَهُما"" : بِقِسْطٍ، بِنَصيبٍ كَبيرٍ. 4.""أَنا بِدَوْرِي ساهَمْتُ في العَمَلِ"" : مِنْ جِهَتِي. 5.""شارَكَ في الدَّوْرِ الأَخيرِ"" : في الْمُباراةِ النِّهائِيَّةِ. 6.""أَكْمَلَ ا"
3647	أَدْوارٌ		دور		مصدر	دارَ		مؤنث			جمع		دَوْرٌ						Tn									
3648	مُدَارَسَةٌ		درس		مصدر	دَارَسَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَارَسَةٌ-مُدَارَسَةٌ [د ر س] (مص. دَارَسَ). ""مُدَارَسَةُ كِتَابٍ"" : قِرَاءتُهُ وَدِرَاسَتُهُ."
3649	مُدَارَكَةٌ		درك		مصدر	دَارَكَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَارَكَةٌ-مُدَارَكَةٌ [د ر ك] (مص. دَارَكَ). ""مُدَارَكَةُ القَافِلَةِ"" : اللِّحَاقُ بِهَا."
3650	مُدَارَاةٌ		دري		مصدر	دَارَى		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَارَاةٌ-مُدَارَاةٌ [د ر ي] (مص. دَارَى). ""يُرِيدُ مُدَارَاتَهُ"" : أَيْ مُلاَيَنتَهُ، مُلاَطفَتَهُ أَوْ مُخَاتَلَتَهُ."
3651	دَيْنٌ		دين		مصدر	دانَ		مذكر			مفرد	دُيونٌ			DnN				Tn	Rp								"(مص. دانَ). ""لَمْ يُؤَدِّ دَيْنَهُ بَعْدُ"" : ما يَقْتَرِضُهُ الإِنْسانُ مِنْ شَخْصٍ مَّا على أَنْ يُؤَدِّيَهُ في وَقْتٍ مُعَيَّنٍ. ""لا دَيْنَ عَلَيَّ""."
3652	دِفَاعٌ		دفع		مصدر	دَافَعَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"دِفَاعٌ-دِفَاعٌ [د ف ع] (مص. دَافَعَ). 1. ""قَرَّرَ الدِّفَاعَ عَنْ نَفْسِهِ"" : الذَّوْدَ عَنْ نَفْسِهِ وَحِمَايَتَهَا. ""لاَ يَلْجَأُ إلَى قُوَاهُ العَضَلِيَّةِ إلاَّ دِفَاعاً عَنْ نَفْسِهِ"" (ع. بنجلون). 2. ""اِلْتَحَقَ بِهَيْئَةِ الدِّفَاعِ"" : هَيْئَة الْمُحَامِينَ. 3. ""قَدَّمَ دِفَاعاً ناجِحاً"" : مَجْمُوعُ الحُجَجِ الَّتِي يُقَدِّمُهَا الْمُحَامِي أوِ الْمُتَّهَمُ لِيُبَرِّئَ بِهَا سَاحَتَهُ. 4.""الدِّفَاعُ الشَّرْعِيُّ"" : هُوَ مَا يُعْرَفُ بِالدِّفَاعِ عَنِ النَّفْسِ بالاِلْتِجَاءِ إلَى اسْتِخْدَامِ وَسَائِلِ القُوَّةِ لِحِمَايَتِهَا مِن قَتْلٍ مُحَقَّقٍ أوِ اغْتِصَابٍ أوْ سَرِقَةٍ مَوْصُوفَةٍ. 5.""وَقَفَ الجُنُودُ خَلْفَ خَطِّ الدِّفَاعِ"" : مَا يَضَعُهُ الجُنُودُ مِنْ تَحْصِينَاتٍ وَمُنْشَآتٍ فِي مَوَاقِع"
3653	مُدَافَعَةٌ		دفع		مصدر	دَافَعَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَافَعَةٌ-مُدَافَعَةٌ [د ف ع] (مص. دَافَعَ). ""مُدَافَعَةٌ عَنِ الْحَقِّ"": دِفَاعٌ، اِنْتِصَارٌ. ""هُوَ أَشْهَرُهُمْ مِنْ غَيْرِ مُدَافَعَةٍ""."
3654	دَوْلَةٌ		دول		مصدر	دال		مؤنث			مفرد	دُوَلٌ			DnN				Tn	Rp								"(مص. دال). 1.""الدَّوْلَةُ الحَديثَةُ"" : نِظامُ البِلادِ وَجِهازُها الإِدارِيُّ والسِّياسِيُّ والاقْتِصادِيُّ والاجْتِماعِيُّ. 2.""رَجُلُ الدَّوْلَةِ"" : الرَّجُلُ الْمُتَمَرِّسُ يُسَيِّرُ الجِهَازَ الإدارِيَّ لِلدَّوْلَةِ. 3.""وَزِيرُ الدَّوْلَةِ"" : أَعْلَى رُتْبَةٍ فِي جِهَازِ الدَّوْلَةِ، تَجْعَلُ الوَزِيرَ يَتَمَتَّعُ بِالسِّيَادَةِ. 4.""دَوْلَةُ رَئيسِ الحُكومَةِ"" : لَقَبٌ يُطْلَقُ على رَئيسِ الحُكومَةِ في لُبْنانَ. 5.""دُوَلُ الْمُواجَهَةِ"" : الدُّوَلُ التي تُجابِهُ في حالَةِ الحَرْبِ عَدُوّاً مُشْتَرَكاً بِحُكْمِ مَوْقِعِها الجُغْرافِيِّ أَوِ الحَرْبِيِّ."
3655	دُوَلٌ		دول		مصدر	دال		مؤنث			جمع		دَوْلَةٌ						Tn	Rp								
3656	مُدَالَسَةٌ		دلس		مصدر	دَالَسَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَالَسَةٌ-مُدَالَسَةٌ [د ل س] (مص. دَالَسَ). ""إِيَّاكَ وَالْمُدَالَسَةَ يَا بُنَيَّ"" : الْمُخَادَعَة، الظُّلْم."
3657	دَأْمٌ		دأم		مصدر	دَأمَ		مذكر			مفرد								Tn	R								دَأْمٌ-دَأْمٌ [د أ م] (مص. دَأمَ).: كُلّ مَا غَطَّى مِنْ شَيءٍ.
3658	دَيْمومَةٌ		دوم		مصدر	دَامَ		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"دَيْمومَةٌ-دَيْمومَةٌ [د و م] (مص. دَامَ). ""دَيْمومَةُ العَمَلِ"" : دَوامُهُ وَاسْتِمْرارُهُ."
3659	دَوْمٌ		دوم		مصدر	دامَ		مذكر			مفرد								Tn	R								"دَوْمٌ-دَوْمٌ [د و م] (مص. دامَ). 1.""أَراهُ دَوْماً مُنْتَبِهاً"" : بِاسْتِمْرارٍ، على الدَّوامِ. 2.""مازالَتِ السَّماءُ دَوْماً دَوْماً"" : دائِمَةَ الْمَطَرِ. 3.""شَجَرُ الدَّوْمِ"" : شَجَرٌ مِنْ فَصيلَةِ النَّخْلِيَّاتِ، شَبيهٌ بِالنَّخْلِ، ثَمَرَتُهُ في غِلَظِ التُّفَّاحَةِ، ذاتُ قِشْرٍ صَلْبٍ أَحْمَرَ، وَلَهُ نَواةٌ ضَخْمَةٌ ذاتُ لُبٍّ إِسْفَنْجِيٍّ."
3660	دِيانَةٌ		دين		مصدر	دانَ		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"(مص. دانَ). 1.""اِعْتَنَقَ الدِّيانَةَ الإِسْلامِيَّةَ"" : العَقيدَة الَّتِي يُؤْمِنُ بِها كُلُّ مُسلِمٍ وَيَتَعَبَّدُ بِها اللَّهَ، المِلَّةُ. 2.""الدِّيانَةُ الْمَسيحِيَّةُ"" ""الدِّيانَةُ اليَهودِيَّةُ""."
3661	دَبِيبٌ		دبب		مصدر	دَبَّ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"دَبِيبٌ-دَبِيبٌ [د ب ب] (مص. دَبَّ). 1. ""دَبَّ فِيهِ دَبِيبُ الحَيَاةِ"" : سَرَتْ فِيهِ الحَرَكَةُ وَالحَيَوِيَّةُ. 2. ""أصَابَهُ الذُّعْرُ لَمَّا رَأى دَبِيبَ الحَيَّةِ"" : زَحْفَهَا. 3. ""دَبِيبُ الطِّفْلِ"" : حَبْوُهُ. 4.""دَبَّ القَوْمُ إلَى العَدُوِّ دَبِيباً"" : مَشَوْا عَلَى مَهَلٍ وَلَمْ يُسْرِعُوا."
3662	دُيونٌ		دين		مصدر	دانَ		مؤنث			جمع		دَيْنٌ						Tn									
3663	دِينٌ		دين		مصدر	دانَ		مذكر			مفرد	أَدْيانٌ			DnN				Tn	Rp								"(مص. دانَ). 1.""يَلْتَزِمُ بِقَواعِدِ الدِّينِ"" : بِأَحْكامِ العِبادَةِ، العَقيدَةِ، المِلَّةِ، الشَّريعَةِ، الدِّيانَةِ. ""الدِّينُ الإِسْلامِيُّ"" آل عمران آية 19إِنَّ الدِّينَ عِنْدَ اللَّهِ الإِسْلامُ (قرآن). 2"
3664	أَدْيانٌ		دين		مصدر	دانَ		مؤنث			جمع		دِينٌ						Tn									
3665	مُدَاهَمَةٌ		دهم		مصدر	دَاهَمَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَاهَمَةٌ-مُدَاهَمَةٌ [د هـ م] (مص. دَاهَمَ). 1.""مُدَاهَمَةُ الشُّرْطَةِ لِوَكْرِ اللُّصُوصِ"" : مُهَاجَمَتُهُمْ. 2.""مُدَاهَمَةُ العَدُوِّ"": غَزْوُهُ."
3666	مُدَاهَنَةٌ		دهن		مصدر	دَاهَنَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَاهَنَةٌ-مُدَاهَنَةٌ [د هـ ن] (مص. دَاهَنَ). ""مُدَاهَنَةُ الْمَسْؤُولِينَ"" : الْمُلاَيَنَةُ، الْمُدَارَاةُ. ""كَانَتْ عَلاَقَاتُنَا تَقُومُ فِي ظَاهِرِ الأَمْرِ عَلَى الْمَحَبَّةِ، وَفِي البَاطِنِ عَلَى الْمُدَاهَنَةِ"". (إسحق الحسيني)."
3667	مُدَاوَرَةٌ		دور		مصدر	دَاوَرَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَاوَرَةٌ-مُدَاوَرَةٌ [د و ر] (مص. دَاوَرَ). ""أَعْيَتْهُ الْمُدَاوَرَةُ وَالْحِيَلُ"" : الْمُرَاوَغَةُ، الْمُخَادَعَةُ."
3668	مُدَاوَلَةٌ		دول		مصدر	دَاوَلَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. دَاوَلَ). ""خَرَجَ القُضَاةُ لِلْمُدَاوَلَةِ"" : لِلتَّشَاوُرِ وَتَبَادُلِ الرَّأْيِ. ""سَتُعْلَنُ النَّتَائِجُ بَعْدَ مُدَاوَلَةِ الأَسَاتِذَةِ"" ""اِنْتَهَى الْمُؤْتَمَرُ إِلَى نَتَائِجَ إِيجَابِيَّةٍ بَعْدَ جَلَسَاتٍ وَمُدَاوَلاَتٍ طَوِيلَةٍ""."
3669	مُدَاوَمَةٌ		دوم		مصدر	دَاوَمَ		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَاوَمَةٌ-مُدَاوَمَةٌ [د و م] (مص. دَاوَمَ). ""الْمُدَاوَمَةُ عَلَى العَمَلِ"" : الاسْتِمْرَارُ، الْمُوَاظَبَةُ."
3670	مُدَاوَاةٌ		دوي		مصدر	دَاوَى		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مُدَاوَاةٌ-مُدَاوَاةٌ [د و ي] (مص. دَاوَى). ""لَمْ يَنْفَعْ مَعَهُ أَيُّ نَوْعٍ مِنَ الْمُدَاوَاةِ"" : أَيُّ نَوْعٍ مِنَ الْمُعَالَجَةِ."
3671	دُجَمٌ		دجم		مصدر	دَجَمَ		مؤنث			جمع		دُجْمَةٌ						Tn									
3672	تَدْبيِجٌ		دبج		مصدر	دَبَّجَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَدْبيِجٌ-تَدْبيِجٌ [د ب ج] (مص. دَبَّجَ). 1.""تَدْبِيجُ الغُرْفَةِ"" : تـَزَيُّنُهَا بِرُسُومٍ. 2.""تَدْبِيـجُ مَقَالَةٍ"" : كِتَابَتهُا. 3.""التَّدْبِيجُ فِي البَيْتِ"" : لُزُومُهُ وَالاِعْتِكَافُ بِهِ. 4.""نَهىَ الرَّسُولُ عَنِ التََّدْبِيجِ فِي الرُّكُوعِ"" : عَنْ بَسْطِ الظَّهْرِ وَطَأْطَأَةِ الرَّأسِ ."
3673	تَدْبِيرٌ		دبر		مصدر	دَبَّرَ		مذكر			مفرد	+ات;تَدَابِيـرُ			DnN	Pf			Tn	R								"(مص. دَبَّرَ). 1.""اِتَّخَذَ الْمُدِيرُ تَدابِيرَ صَارِمَةً"" : أَيْ إِجْرَاءاتٍ، تَرْتِيبَاتٍ، قَوانينَ إِجْرَائِيَّةً. ""اِتَّخَذَ تَدابِيرَ احْتِيَاطِيَّةً"". 2.""اِمْرَأَةٌ لهَاَ قُدْرَةٌ كَبِيرَةٌ عَلَى تَدْبِيرِ شُؤُونِ البَيْتِ"" : عَلَى تَسْيِيرِهِ وَتَرْتِيبِهِ وَالعِنَايَةِ بِهِ. ""التَّدْبِيرُ نِصْفُ الْمَعيشَةِ"". 3.""هَذَا الأَمْرُ مِنْ تَدْبِيرِهِ"" : مِنْ فِعْلِهِ، مِنْ صُنْعِهِ ."
3674	تَدَابِيرُ		دبر		مصدر	دَبَّرَ		مؤنث			جمع		تَدْبِيرٌ														Non	
3675	تَدْبِيسٌ		دبس		مصدر	دَبَّسَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تَدْبِيسٌ-تَدْبِيسٌ [د ب س] (مص. دَبَّسَ). 1.""تَدْبِيسُ العِنَبِ"": اِشْتِدَادُ حَلاَوَتـِهِ. 2.""تَدْبِيسُ الوَرَقِ"" : شَدُّهُ بِدَبُّوسٍ ."
3676	دِبَاغٌ		دبغ		مصدر	دَبَغَ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"دَبَّاغٌ-دَبَّاغٌ [د ب غ] (صِيغَةُ فَعَّال). ""دَبَّاغُ الجُلُودِ"" : مَنْ يَدْبَغُهَا وَيُعَالِجُهَا."
3677	دَبْلَجَةٌ		دبلجة		مصدر	دَبْلَجَ		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"دَبْلَجَةٌ-دَبْلَجَةٌ (مص. دَبْلَجَ) ""دَبْلَجَةُ فِلْمٍ"" : تَغْيِيرُ لُغَةِ الفِلْمِ الأصْلِيَّةِ إلَى لُغَةٍ أُخْرَى."
